mm,N,Def 2,Cont
"4,387862424","1107,657471","11,5","37,6"
"4,396162371","1107,017334","11,5","37,6"
"4,4043622","1106,985107","11,5","37,6"
"4,41306215","1107,449951","11,6","37,6"
"4,421262445","1106,554688","11,6","37,6"
"4,429562392","1107,098755","11,6","37,6"
"4,437762222","1105,471191","11,6","37,5"
"4,446162286","1104,887817","11,6","37,5"
"4,454662467","1104,620117","11,7","37,5"
"4,462762645","1105,324951","11,7","37,5"
"4,471162709","1105,598022","11,7","37,6"
"4,479362538","1104,589111","11,7","37,5"
"4,487962371","1104,065063","11,7","37,5"
"4,496262318","1103,109863","11,8","37,5"
"4,504462613","1103,519653","11,8","37,5"
"4,512862211","1104,338745","11,8","37,5"
"4,52096239","1101,766113","11,8","37,4"
"4,529662339","1101,314819","11,9","37,4"
"4,537962752","1102,428955","11,9","37,4"
"4,546162116","1102,070068","11,9","37,4"
"4,554462528","1100,527466","11,9","37,4"
"4,562862592","1099,381958","11,9","37,3"
"4,571362308","1100,078613","12,0","37,4"
"4,579562137","1096,485352","12,0","37,2"
"4,587862084","1100,419189","12,0","37,4"
"4,596062379","1096,980347","12,0","37,3"
"4,60456256","1098,597412","12,1","37,3"
"4,612962624","1098,172363","12,1","37,3"
"4,621162454","1098,070313","12,1","37,3"
"4,629562518","1096,872314","12,1","37,3"
"4,637662696","1095,98877","12,1","37,2"
"4,646362646","1099,105347","12,2","37,3"
"4,654562476","1095,987183","12,2","37,2"
"4,662862422","1095,264404","12,2","37,2"
"4,671062718","1094,843384","12,2","37,2"
"4,679462782","1093,849854","12,2","37,2"
"4,688062149","1092,89209","12,3","37,1"
"4,696162327","1095,187622","12,3","37,2"
"4,704462273","1094,508789","12,3","37,2"
"4,712662569","1093,349731","12,3","37,1"
"4,721262867","1091,618164","12,4","37,1"
"4,729562348","1091,533936","12,4","37,1"
"4,737862295","1090,740601","12,4","37,0"
"4,746262359","1090,614746","12,4","37,0"
"4,754362071","1090,719971","12,4","37,0"
"4,763062487","1090,232056","12,5","37,0"
"4,771262316","1090,541504","12,5","37,0"
"4,779562729","1089,202759","12,5","37,0"
"4,787762558","1088,896973","12,5","37,0"
"4,796162157","1088,280273","12,6","37,0"
"4,804662338","1087,915527","12,6","37,0"
"4,812862633","1087,422729","12,6","36,9"
"4,82116258","1086,035645","12,6","36,9"
"4,82936241","1086,376221","12,6","36,9"
"4,837962242","1086,329468","12,7","36,9"
"4,846362306","1084,274414","12,7","36,8"
"4,854562601","1085,643921","12,7","36,9"
"4,862862083","1084,9198","12,7","36,9"
"4,871062378","1083,325317","12,8","36,8"
"4,879562559","1083,761108","12,8","36,8"
"4,887862506","1083,519897","12,8","36,8"
"4,896161987","1082,455444","12,8","36,8"
"4,904462399","1081,843628","12,8","36,7"
"4,912762346","1080,884644","12,9","36,7"
"4,921362644","1080,397827","12,9","36,7"
"4,929562474","1079,876465","12,9","36,7"
"4,937862421","1080,458008","12,9","36,7"
"4,94606225","1079,429077","12,9","36,7"
"4,954562432","1078,745483","13,0","36,6"
"4,963062613","1077,843628","13,0","36,6"
"4,971162325","1078,602783","13,0","36,6"
"4,979562389","1076,912231","13,0","36,6"
"4,987762684","1075,38501","13,1","36,5"
"4,996362517","1076,738403","13,1","36,6"
"5,004661998","1076,0802","13,1","36,6"
"5,012862293","1075,452881","13,1","36,5"
"5,02116224","1074,969482","13,1","36,5"
"5,029462653","1074,36499","13,2","36,5"
"5,038062485","1071,190796","13,2","36,4"
"5,046262315","1072,391602","13,2","36,4"
"5,054562262","1073,510986","13,2","36,5"
"5,062762557","1072,496216","13,3","36,4"
"5,071262738","1070,871948","13,3","36,4"
"5,079662336","1069,736816","13,3","36,3"
"5,087862166","1070,16687","13,3","36,4"
"5,096162578","1070,312256","13,3","36,4"
"5,104362874","1069,983887","13,4","36,3"
"5,113062358","1069,814941","13,4","36,3"
"5,121362305","1067,556763","13,4","36,3"
"5,1295626","1068,278809","13,4","36,3"
"5,137862547","1068,505981","13,4","36,3"
"5,146162028","1066,822388","13,5","36,2"
"5,154762326","1067,222168","13,5","36,3"
"5,162862504","1065,642944","13,5","36,2"
"5,171262568","1065,234619","13,5","36,2"
"5,179462398","1066,168457","13,6","36,2"
"5,188062231","1065,5896","13,6","36,2"
"5,196362177","1063,450928","13,6","36,1"
"5,204562473","1064,928955","13,6","36,2"
